legislator_id,legislator_name,week_period,activity_level,raw_analysis,stance_Education,stance_Labor Rights,stance_Infrastructure,stance_Military and Veterans Affairs,stance_Tax Policy,stance_Corporate Regulation,stance_Homeland Security,stance_Cybersecurity,stance_First Responders Support,stance_Emergency Management,stance_Healthcare,stance_Fiscal Policy,stance_Aging Population,stance_Foreign Policy,stance_Defense,stance_Veterans Affairs,stance_Patriotism,stance_Terrorism,stance_Post-Conflict Reconstruction,stance_Labor Unions,stance_Border Security,stance_Community Recognition,stance_Substance Abuse,stance_Human Rights,stance_Criminal Justice,stance_Intelligence and National Security,stance_Technology and Infrastructure,stance_Policy and Governance,stance_Economy,stance_Labor,stance_Trade,stance_Taxation,stance_Social Security,stance_Trade Policy,stance_Labor/Employment,stance_Taxpayer Rights,stance_Consumer Rights,stance_Economic Policy,stance_Fiscal Responsibility,stance_Senior Citizens,stance_Market Freedom,stance_Energy,stance_Defense and War,stance_Legislative Process,stance_Federal Spending,stance_Domestic Manufacturing,stance_Social Welfare,stance_Prescription Drug Policy,stance_Public Transportation,stance_Environment,stance_Government Privatization,stance_Historical Commemoration,stance_Small Business & Entrepreneurship,stance_Defense & Military,stance_Agriculture,stance_International Relations,stance_Child Nutrition,stance_Budget,stance_National Security,stance_Budget & Spending,stance_Government Accountability,stance_Disaster Relief,stance_Counter-Terrorism,stance_Business and Economic Development,stance_Government Property,stance_Immigration,stance_Law Enforcement,stance_Federal Funding,stance_Anti-Semitism,stance_Military and Defense,stance_Public Service,stance_Social Policy,stance_Domestic Violence,stance_Legal Policy,stance_Child Welfare,stance_Science and Technology,stance_Intelligence Oversight,stance_Government Transparency,stance_Defense/Military,stance_Community Engagement,stance_Financial Oversight,stance_Economic Development,stance_Labor and Employment,stance_Corporate Governance,stance_Bankruptcy Law,stance_Technology in Healthcare,stance_Indigenous Health,stance_Election Administration,stance_Business & Industry,stance_Arts,stance_Community Service,stance_History and Heritage,stance_Governance,stance_Freedom of Speech and Association,stance_Democracy,stance_Drug Policy,stance_Cyber Security,stance_Intelligence,stance_Economic Impact,stance_Media and Communication,stance_Corporate Responsibility,stance_Defense and Homeland Security,stance_Civil Rights,stance_Economic Inequality,stance_Disability Services,stance_Foreign Relations,stance_Political History,stance_Pharmaceutical Industry,stance_Foreign Policy/Defense,stance_Land Use,stance_Voting Procedures,stance_Civil Rights and Diversity,stance_Defense and Foreign Aid,stance_Housing,stance_History,stance_Community Services
cand1264,cand1264,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Border Security: The legislator discussed the need for a ""smart border"" that balances security and efficiency. They emphasized the importance of legal border crossings for the economy, jobs, housing, culture, and education.
- Homeland Security: The legislator discussed the role of the Department of Homeland Security in managing border crossings and the need for accountability in the department.
- Infrastructure: The legislator discussed the SENTRI program, which facilitates efficient border crossings for frequent travelers. They highlighted the need for more funding to meet the demand for the program.

POSITIONS:
- Border Security: The legislator supports a ""smart border"" that allows for efficient, legal crossings while maintaining security. They believe this is crucial for various aspects of life in their district, including the economy and education.
- Homeland Security: The legislator believes the Department of Homeland Security should be accountable for managing border crossings effectively and efficiently. They express concern about the department's ability to meet the demand for efficient border crossings.
- Infrastructure: The legislator supports the SENTRI program and believes it needs more funding to meet the demand. They see this program as a key part of creating a ""smart border.""

ACTIVITY: High",,,"The legislator supports the SENTRI program and believes it needs more funding to meet the demand. They see this program as a key part of creating a ""smart border.""",,,,The legislator believes the Department of Homeland Security should be accountable for managing border crossings effectively and efficiently. They express concern about the department's ability to meet the demand for efficient border crossings.,,,,,,,,,,,,,,"The legislator supports a ""smart border"" that allows for efficient, legal crossings while maintaining security. They believe this is crucial for various aspects of life in their district, including the economy and education.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1265,cand1265,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Community Recognition: The legislator frequently acknowledges and honors individuals and institutions in their community.
- Education: The legislator discusses the importance of higher education and the role of community colleges.
- Substance Abuse: The legislator recognizes the importance of drug and alcohol detoxification centers.

POSITIONS:
- Community Recognition: The legislator believes in recognizing and honoring the contributions of individuals and institutions in their community, such as Danny Gallacher and Terry Marsden.
- Education: The legislator supports the role of community colleges in providing affordable and flexible higher education opportunities, as evidenced by their praise for Pueblo Community College.
- Substance Abuse: The legislator acknowledges the importance of drug and alcohol detoxification centers in the community, as shown by their recognition of Danny Gallacher's contributions in this area.

ACTIVITY: Medium","The legislator supports the role of community colleges in providing affordable and flexible higher education opportunities, as evidenced by their praise for Pueblo Community College.",,,,,,,,,,,,,,,,,,,,,"The legislator believes in recognizing and honoring the contributions of individuals and institutions in their community, such as Danny Gallacher and Terry Marsden.","The legislator acknowledges the importance of drug and alcohol detoxification centers in the community, as shown by their recognition of Danny Gallacher's contributions in this area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1275,cand1275,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Human Rights: The legislator is deeply concerned about the human rights abuses in Cuba, particularly the treatment of political prisoners. 
- Foreign Policy: The legislator is critical of the Cuban government and its oppressive regime. 
- Criminal Justice: The legislator is concerned about the conditions in Cuban prisons and the treatment of prisoners.

POSITIONS:
- Human Rights: The legislator is advocating for the rights of political prisoners in Cuba, highlighting the case of a specific prisoner to illustrate the abuses taking place.
- Foreign Policy: The legislator is strongly opposed to the Cuban government, describing it as a totalitarian state and criticizing its treatment of its citizens.
- Criminal Justice: The legislator is calling for attention to the conditions in Cuban prisons, suggesting that they are inhumane and violate basic human rights.

ACTIVITY: High",,,,,,,,,,,,,,"The legislator is strongly opposed to the Cuban government, describing it as a totalitarian state and criticizing its treatment of its citizens.",,,,,,,,,,"The legislator is advocating for the rights of political prisoners in Cuba, highlighting the case of a specific prisoner to illustrate the abuses taking place.","The legislator is calling for attention to the conditions in Cuban prisons, suggesting that they are inhumane and violate basic human rights.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1279,cand1279,2003-06-23 to 2003-06-29,Low,"DIMENSIONS:
- Intelligence and National Security: The legislator strongly supports the Intelligence Authorization Act for fiscal year 2004, emphasizing the need for better information-sharing between intelligence agencies and law enforcement at all levels. 
- Technology and Infrastructure: The legislator acknowledges the technical shortfalls in communication and collaboration systems within the intelligence community and supports the bill's provisions for capital investments to overcome these limitations.
- Policy and Governance: The legislator highlights the need for clear, updated policies to direct the flow of information within the intelligence community, and supports the bill's efforts to improve this situation.

POSITIONS:
- Intelligence and National Security: The legislator believes that improved information-sharing is crucial for national security, and supports the Intelligence Authorization Act as a means to achieve this.
- Technology and Infrastructure: The legislator recognizes the technical limitations of current systems and supports the bill's provisions for significant funding to develop and share useful information, management tools, capabilities, and operating systems.
- Policy and Governance: The legislator advocates for clear, updated policies to direct the flow of information within the intelligence community, and sees the bill as a step towards improving this situation.

ACTIVITY: Low",,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator believes that improved information-sharing is crucial for national security, and supports the Intelligence Authorization Act as a means to achieve this.","The legislator recognizes the technical limitations of current systems and supports the bill's provisions for significant funding to develop and share useful information, management tools, capabilities, and operating systems.","The legislator advocates for clear, updated policies to direct the flow of information within the intelligence community, and sees the bill as a step towards improving this situation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1288,cand1288,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Economy: The legislator is deeply concerned about the loss of manufacturing jobs in the country, particularly in his district, and the impact this has on the economy. He believes that the government should do more to support small business manufacturers and prevent the permanent closure of factories.
- Labor: The legislator is worried about the high unemployment rate in his district and the lack of manufacturing career choices for young people. He is advocating for measures to protect and create more manufacturing jobs.
- Defense: The legislator is alarmed by the loss of manufacturing facilities that are essential to national security. He is pushing for an increase in the percentage of domestically produced products that the federal government is required to purchase.
- Trade: The legislator is critical of the current Buy American Act, arguing that it does not do enough to safeguard the interests of American manufacturers. He proposes an amendment to increase the Buy American content from 50 percent to 65 percent.

POSITIONS:
- Economy: The legislitor believes that the government should take more action to support small business manufacturers and prevent the permanent closure of factories, which he sees as a crisis for the American economy.
- Labor: The legislator is advocating for measures to protect and create more manufacturing jobs, as he is concerned about the high unemployment rate in his district and the lack of manufacturing career choices for young people.
- Defense: The legislator is pushing for an increase in the percentage of domestically produced products that the federal government is required to purchase, as he believes this is essential for national security.
- Trade: The legislator proposes an amendment to increase the Buy American content from 50 percent to 65 percent, as he believes the current Buy American Act does not do enough to safeguard the interests of American manufacturers.

ACTIVITY: High",,,,,,,,,,,,,,,"The legislator is pushing for an increase in the percentage of domestically produced products that the federal government is required to purchase, as he believes this is essential for national security.",,,,,,,,,,,,,,"The legislitor believes that the government should take more action to support small business manufacturers and prevent the permanent closure of factories, which he sees as a crisis for the American economy.","The legislator is advocating for measures to protect and create more manufacturing jobs, as he is concerned about the high unemployment rate in his district and the lack of manufacturing career choices for young people.","The legislator proposes an amendment to increase the Buy American content from 50 percent to 65 percent, as he believes the current Buy American Act does not do enough to safeguard the interests of American manufacturers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1303,cand1303,2003-06-23 to 2003-06-29,High,"DIMENSIONS:
- Healthcare: The legislator expressed concern about the proposed expansion of Medicare to include a prescription drug benefit. They believe it will place an unfair burden on future taxpayers and may not provide the expected benefits to seniors. They also predict that the government will eventually require all seniors to participate in the program, leading to rationing of prescription drugs.
- Taxation: The legislator is worried about the potential increase in taxes that would be required to fund the proposed expansion of Medicare. They question why younger generations should have to pay more taxes to fund prescription drugs for seniors, particularly as they believe the upcoming generation of retirees will be the wealthiest in history.
- Social Security: The legislator mentioned Social Security in the context of the proposed Medicare expansion, suggesting that the addition of Medicare in 1965 placed a significant burden on future taxpayers. They also express concern about the financial sustainability of Social Security as more baby boomers retire.

ACTIVITY: High",,,,,,,,,,,"The legislator expressed concern about the proposed expansion of Medicare to include a prescription drug benefit. They believe it will place an unfair burden on future taxpayers and may not provide the expected benefits to seniors. They also predict that the government will eventually require all seniors to participate in the program, leading to rationing of prescription drugs.",,,,,,,,,,,,,,,,,,,,,"The legislator is worried about the potential increase in taxes that would be required to fund the proposed expansion of Medicare. They question why younger generations should have to pay more taxes to fund prescription drugs for seniors, particularly as they believe the upcoming generation of retirees will be the wealthiest in history.","The legislator mentioned Social Security in the context of the proposed Medicare expansion, suggesting that the addition of Medicare in 1965 placed a significant burden on future taxpayers. They also express concern about the financial sustainability of Social Security as more baby boomers retire.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1304,cand1304,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Trade Policy: The legislator discusses the implications of the Buy American Act and its impact on domestic companies.
- Defense: The legislator discusses the procurement of vessels for the Coast Guard, which falls under defense policy.
- Labor/Employment: The legislator discusses the potential impact of legislation on American jobs.

POSITIONS:
- Trade Policy: The legislator opposes the amendment that would give one American company an unfair advantage over another, arguing that it is a misuse of the legislative process and a distortion of the Buy American Act.
- Defense: The legislator believes that the procurement process for Coast Guard vessels should be fair and competitive, and not favor one company over another due to the nationality of the parent company.
- Labor/Employment: The legislator is concerned about the potential job losses that could result from the amendment, arguing that American workers should not be penalized because their parent company is based in another country.

ACTIVITY: Medium",,,,,,,,,,,,,,,"The legislator believes that the procurement process for Coast Guard vessels should be fair and competitive, and not favor one company over another due to the nationality of the parent company.",,,,,,,,,,,,,,,,,,,"The legislator opposes the amendment that would give one American company an unfair advantage over another, arguing that it is a misuse of the legislative process and a distortion of the Buy American Act.","The legislator is concerned about the potential job losses that could result from the amendment, arguing that American workers should not be penalized because their parent company is based in another country.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1323,cand1323,2003-06-23 to 2003-06-29,Low,"DIMENSIONS:
- Taxpayer Rights: The legislator supports the bipartisan effort to address taxpayer rights issues and believes that the provisions in the bill should be enacted.
- Consumer Rights: The legislator is against the removal of consumer protections for those purchasing health insurance using tax credits granted under the Trade Assistance Act (TAA).
- Healthcare: The legislator believes that families facing unemployment and possible loss of health insurance due to USA trade policy need health insurance that is both affordable and provides adequate coverage.

POSITIONS:
- Taxpayer Rights: The legislator supports the underlying bill which is a product of a bipartisan effort to address taxpayer rights issues. They believe these provisions should be enacted.
- Consumer Rights: The legislator is against the bill because it includes a provision that removes essential consumer protections for those purchasing health insurance using tax credits granted under the TAA.
- Healthcare: The legislator believes that families facing unemployment and possible loss of health insurance due to USA trade policy need health insurance that is both affordable and provides adequate coverage. They are against the provision in the bill that strips standard protections for these families.

ACTIVITY: Low",,,,,,,,,,,The legislator believes that families facing unemployment and possible loss of health insurance due to USA trade policy need health insurance that is both affordable and provides adequate coverage. They are against the provision in the bill that strips standard protections for these families.,,,,,,,,,,,,,,,,,,,,,,,,,The legislator supports the underlying bill which is a product of a bipartisan effort to address taxpayer rights issues. They believe these provisions should be enacted.,The legislator is against the bill because it includes a provision that removes essential consumer protections for those purchasing health insurance using tax credits granted under the TAA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1340,cand1340,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Economic Policy: The legislator supports a free-market approach, advocating for less government control and more individual freedom to save, spend, and invest money. They believe this will lead to higher employment and economic gains.
- Tax Policy: The legislator opposes the idea of increasing taxes on successful individuals and businesses, viewing it as a form of punishment for success. They argue that economic security is linked to homeland security.
- Homeland Security: The legislator supports judicious and concentrated use of funds to protect the homeland and the American people. They believe that economic security and homeland security are interconnected.
- Fiscal Responsibility: The legislator criticizes those who claim to champion fiscal responsibility but advocate for increased spending. They argue for judicious use of resources and against the idea that there is never enough spending.

POSITIONS:
- Economic Policy: The legislator believes in less government control and more individual freedom in economic matters, arguing that this approach will lead to higher employment and economic gains.
- Tax Policy: The legislator is against increasing taxes on successful individuals and businesses, viewing it as a form of punishment for success. They argue for economic security as a means of ensuring homeland security.
- Homeland Security: The legislator advocates for a judicious and concentrated use of funds to protect the homeland and the American people, linking economic security with homeland security.
- Fiscal Responsibility: The legislator criticizes those who claim to champion fiscal responsibility but advocate for increased spending. They argue for judicious use of resources and against the idea that there is never enough spending.

ACTIVITY: Medium",,,,,"The legislator is against increasing taxes on successful individuals and businesses, viewing it as a form of punishment for success. They argue for economic security as a means of ensuring homeland security.",,"The legislator advocates for a judicious and concentrated use of funds to protect the homeland and the American people, linking economic security with homeland security.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator believes in less government control and more individual freedom in economic matters, arguing that this approach will lead to higher employment and economic gains.",The legislator criticizes those who claim to champion fiscal responsibility but advocate for increased spending. They argue for judicious use of resources and against the idea that there is never enough spending.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1347,cand1347,2003-06-23 to 2003-06-29,Low. The legislator only gave one speech during this week.,"DIMENSIONS:
- Healthcare: The legislator focused heavily on healthcare, specifically Medicare reforms. They discussed the need for a discount card for seniors, the importance of getting generic drugs to the market quickly and cheaply, and the need for increased funding for rural hospitals.
- Senior Citizens: The legislator emphasized the importance of respecting and supporting senior citizens, arguing against the notion that they would not be able to understand new programs. They advocated for giving seniors the freedom to shop and the security of not going broke.
- Market Freedom: The legislator expressed a belief in the importance of freedom in the marketplace, arguing that seniors want the opportunity to shop and the ability to access discounted pharmaceutical prices.

POSITIONS:
- Healthcare: The legislator supports Medicare reforms that provide seniors with a discount card for pharmaceuticals, increase the availability of generic drugs, and increase funding for rural hospitals. They believe these reforms will save billions of dollars.
- Senior Citizens: The legislator believes in respecting and supporting seniors, arguing against the notion that they would not be able to understand new programs. They advocate for giving seniors the freedom to shop and the security of not going broke.
- Market Freedom: The legislator believes in the importance of freedom in the marketplace, arguing that seniors want the opportunity to shop and the ability to access discounted pharmaceutical prices.

ACTIVITY: Low. The legislator only gave one speech during this week.",,,,,,,,,,,"The legislator supports Medicare reforms that provide seniors with a discount card for pharmaceuticals, increase the availability of generic drugs, and increase funding for rural hospitals. They believe these reforms will save billions of dollars.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The legislator believes in respecting and supporting seniors, arguing against the notion that they would not be able to understand new programs. They advocate for giving seniors the freedom to shop and the security of not going broke.","The legislator believes in the importance of freedom in the marketplace, arguing that seniors want the opportunity to shop and the ability to access discounted pharmaceutical prices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cand1349,cand1349,2003-06-23 to 2003-06-29,Medium,"DIMENSIONS:
- Healthcare: The legislator focused on amendments to the Medicare program, specifically regarding the implementation of a demonstration project for brachytherapy devices. 

POSITIONS:
- Healthcare: The legislator proposed a demonstration project to exclude brachytherapy devices from the prospective payment system for outpatient hospital services under the Medicare program. The project would last for three years and would be evaluated for patient outcomes and cost-effectiveness. 

ACTIVITY: Medium",,,,,,,,,,,The legislator proposed a demonstration project to exclude brachytherapy devices from the prospective payment system for outpatient hospital services under the Medicare program. The project would last for three years and would be evaluated for patient outcomes and cost-effectiveness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
